"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 25 20:53:25 GMT 2024","Thu Jan 25 20:53:44 GMT 2024","19326","","E2E Test to Store Website","","","","<TestID>: Search external customers",""
