"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 24 19:55:10 GMT 2024","Wed Jan 24 19:55:34 GMT 2024","23880","","E2E Test to Store Website","","","","<TestID>: Search external customers",""
