"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 24 19:21:43 GMT 2024","Wed Jan 24 19:22:03 GMT 2024","20022","","E2E Test to Store Website","","","","<TestID>: Search external customers",""
