"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 26 22:07:08 GMT 2024","Fri Jan 26 22:07:27 GMT 2024","18910","","E2E Test to Store Website","","","","<TestID>: Search external customers",""
